processo_numero;processo_ocorrencia
8011913922;Não há Ocorrência para essa Solicitação
8011913814;Deslizamentos de Barreiras
8011912816;Deslizamentos de Barreiras
8011912418;Não há Ocorrência para essa Solicitação
8011911622;Não há Ocorrência para essa Solicitação
8011911514;Deslizamentos de Barreiras
8011911315;Não há Ocorrência para essa Solicitação
8011910516;Não há Ocorrência para essa Solicitação
8011909014;Deslizamentos de Barreiras
8011907922;Não há Ocorrência para essa Solicitação
8011907416;Não há Ocorrência para essa Solicitação
8011906219;Desabamento Parcial Imoveis
8011906114;Arvores em Risco
8011905622;Não há Ocorrência para essa Solicitação
8011905116;Deslizamentos de Barreiras
8011903916;Deslizamentos de Barreiras
8011903916;Não há Ocorrência para essa Solicitação
8011901616;Não há Ocorrência para essa Solicitação
8011901022;Não há Ocorrência para essa Solicitação
8011899116;Imoveis com Danos/Risco
8011898022;Não há Ocorrência para essa Solicitação
8011897916;Tombamento de Arvores
8011895815;Arvores em Risco
8011894314;Tombamento de Arvores
8011892716;Arvores em Risco
8011892716;Tombamento de Arvores
8011891215;Não há Ocorrência para essa Solicitação
8011889815;Arvores em Risco
8011889014;Deslizamentos de Barreiras
8011883816;Não há Ocorrência para essa Solicitação
8011882514;Deslizamentos de Barreiras
8011880214;Deslizamentos de Barreiras
8011878615;Não há Ocorrência para essa Solicitação
8011877816;Deslizamentos de Barreiras
8011877816;Não há Ocorrência para essa Solicitação
8011875914;Deslizamentos de Barreiras
8011875516;Não há Ocorrência para essa Solicitação
8011873614;Imoveis com Danos/Risco
8011873614;Invasao de Terreno de Auxilio Moradia
8011872815;Não há Ocorrência para essa Solicitação
8011869914;Deslizamentos de Barreiras
8011869516;Deslizamentos de Barreiras
8011869320;Não há Ocorrência para essa Solicitação
8011866014;Imoveis com Danos/Risco
8011864515;Deslizamentos de Barreiras
8011863014;Deslizamentos de Barreiras
8011862215;Não há Ocorrência para essa Solicitação
8011857716;Deslizamentos de Barreiras
8011854816;Muro com Danos
8011854418;Deslizamentos de Barreiras
8011854418;Imoveis com Danos/Risco
8011853514;Deslizamentos de Barreiras
8011851214;Deslizamentos de Barreiras
8011851015;Imoveis com Danos/Risco
8011849615;Imoveis com Danos/Risco
8011846516;Deslizamentos de Barreiras
8011844614;Deslizamentos de Barreiras
8011842314;Deslizamentos de Barreiras
8011841316;Não há Ocorrência para essa Solicitação
8011841316;Deslizamentos de Barreiras
8011839214;Deslizamentos de Barreiras
8011838415;Deslizamentos de Barreiras
8011837014;Deslizamentos de Barreiras
8011836820;Tombamento de Arvores
8011836820;Não há Ocorrência para essa Solicitação
8011834321;Não há Ocorrência para essa Solicitação
8011834014;Imoveis com Danos/Risco
8011831816;Desabamento Total Imoveis
8011831421;Não há Ocorrência para essa Solicitação
8011831114;Imoveis com Danos/Risco
8011829714;Deslizamentos de Barreiras
8011827519;Deslizamentos de Barreiras
8011827414;Deslizamentos de Barreiras
8011825114;Invasao de Terreno de Auxilio Moradia
8011825015;Não há Ocorrência para essa Solicitação
8011822518;Não há Ocorrência para essa Solicitação
8011822214;Muro com Danos
8011815614;Deslizamentos de Barreiras
8011815415;Incendios
8011812316;Não há Ocorrência para essa Solicitação
8011808616;Deslizamentos de Barreiras
8011808616;Imoveis com Danos/Risco
8011807621;Não há Ocorrência para essa Solicitação
8011806515;Não há Ocorrência para essa Solicitação
8011805014;Muro com Danos
8011803814;Arvores em Risco
8011800914;Deslizamentos de Barreiras
8011800317;Não há Ocorrência para essa Solicitação
8011798414;Arvores em Risco
8011798016;Não há Ocorrência para essa Solicitação
8011798016;Deslizamentos de Barreiras
8011797018;Imoveis com Danos/Risco
8011796114;Deslizamentos de Barreiras
8011796015;Não há Ocorrência para essa Solicitação
8011795619;Desabamento Total Imoveis
8011792216;Deslizamentos de Barreiras
8011791014;Deslizamentos de Barreiras
8011786216;Deslizamentos de Barreiras
8011785221;Não há Ocorrência para essa Solicitação
8011782014;Deslizamentos de Barreiras
8011781016;Deslizamentos de Barreiras
8011781016;Não há Ocorrência para essa Solicitação
8011780922;Não há Ocorrência para essa Solicitação
8011776915;Não há Ocorrência para essa Solicitação
8011774615;Não há Ocorrência para essa Solicitação
8011771914;Imoveis com Danos/Risco
8011769718;Não há Ocorrência para essa Solicitação
8011767114;Deslizamentos de Barreiras
8011766116;Deslizamentos de Barreiras
8011766116;Não há Ocorrência para essa Solicitação
8011765914;Deslizamentos de Barreiras
8011762616;Não há Ocorrência para essa Solicitação
8011761422;Não há Ocorrência para essa Solicitação
8011760316;Não há Ocorrência para essa Solicitação
8011758214;Deslizamentos de Barreiras
8011755016;Muro com Danos
8011752215;Muro com Danos
8011750816;Imoveis com Danos/Risco
8011750114;Deslizamentos de Barreiras
8011750015;Imoveis com Danos/Risco
8011750015;Desabamento Total Imoveis
8011748822;Imoveis com Danos/Risco
8011748515;Não há Ocorrência para essa Solicitação
8011747716;Não há Ocorrência para essa Solicitação
8011747517;Não há Ocorrência para essa Solicitação
8011747321;Não há Ocorrência para essa Solicitação
8011747014;Invasao de Terreno de Auxilio Moradia
8011745416;Não há Ocorrência para essa Solicitação
8011744421;Não há Ocorrência para essa Solicitação
8011743514;Deslizamentos de Barreiras
8011742516;Não há Ocorrência para essa Solicitação
8011738114;Imoveis com Danos/Risco
8011738114;Incendios
8011736715;Não há Ocorrência para essa Solicitação
8011736516;Deslizamentos de Barreiras
8011734216;Não há Ocorrência para essa Solicitação
8011733022;Não há Ocorrência para essa Solicitação
8011733014;Deslizamentos de Barreiras
8011732016;Não há Ocorrência para essa Solicitação
8011730716;Não há Ocorrência para essa Solicitação
8011730716;Deslizamentos de Barreiras
8011728216;Não há Ocorrência para essa Solicitação
8011727014;Deslizamentos de Barreiras
8011726621;Não há Ocorrência para essa Solicitação
8011726016;Desabamento Parcial Imoveis
8011724716;Não há Ocorrência para essa Solicitação
8011722814;Imoveis com Danos/Risco
8011722416;Não há Ocorrência para essa Solicitação
8011719819;Não há Ocorrência para essa Solicitação
8011719714;Deslizamentos de Barreiras
8011718321;Não há Ocorrência para essa Solicitação
8011716416;Não há Ocorrência para essa Solicitação
8011716018;Não há Ocorrência para essa Solicitação
8011713914;Imoveis com Danos/Risco
8011708315;Deslizamentos de Barreiras
8011704014;Deslizamentos de Barreiras
8011702714;Deslizamentos de Barreiras
8011702316;Não há Ocorrência para essa Solicitação
8011698616;Não há Ocorrência para essa Solicitação
8011698022;Não há Ocorrência para essa Solicitação
8011698014;Imoveis com Danos/Risco
8011696714;Deslizamentos de Barreiras
8011692816;Não há Ocorrência para essa Solicitação
8011690516;Não há Ocorrência para essa Solicitação
8011690118;Não há Ocorrência para essa Solicitação
8011689122;Não há Ocorrência para essa Solicitação
8011689014;Deslizamentos de Barreiras
8011687922;Imoveis com Danos/Risco
8011687919;Não há Ocorrência para essa Solicitação
8011687416;Não há Ocorrência para essa Solicitação
8011685818;Imoveis com Danos/Risco
8011684914;Deslizamentos de Barreiras
8011683916;Não há Ocorrência para essa Solicitação
8011680618;Não há Ocorrência para essa Solicitação
8011680422;Imoveis com Danos/Risco
8011680016;Não há Ocorrência para essa Solicitação
8011674314;Arvores em Risco
8011674016;Não há Ocorrência para essa Solicitação
8011671522;Não há Ocorrência para essa Solicitação
8011671414;Imoveis com Danos/Risco
8011670416;Não há Ocorrência para essa Solicitação
8011669815;Não há Ocorrência para essa Solicitação
8011667714;Invasao de Terreno de Auxilio Moradia
8011667515;Deslizamentos de Barreiras
8011666122;Não há Ocorrência para essa Solicitação
8011665414;Deslizamentos de Barreiras
8011663816;Não há Ocorrência para essa Solicitação
8011663114;Arvores em Risco
8011663015;Não há Ocorrência para essa Solicitação
8011659519;Não há Ocorrência para essa Solicitação
8011659414;Arvores em Risco
8011659016;Não há Ocorrência para essa Solicitação
8011657114;Arvores em Risco
8011653216;Não há Ocorrência para essa Solicitação
8011650714;Desabamento Parcial Imoveis
8011648322;Não há Ocorrência para essa Solicitação
8011646420;Não há Ocorrência para essa Solicitação
8011645314;Deslizamentos de Barreiras
8011644316;Imoveis com Danos/Risco
8011643318;Não há Ocorrência para essa Solicitação
8011629814;Deslizamentos de Barreiras
8011626715;Deslizamentos de Barreiras
8011626715;Imoveis com Danos/Risco
8011624614;Desabamento Parcial Imoveis
8011622422;Imoveis com Danos/Risco
8011620716;Imoveis com Danos/Risco
8011617014;Desabamento Total Imoveis
8011611816;Não há Ocorrência para essa Solicitação
8011611015;Não há Ocorrência para essa Solicitação
8011607718;Não há Ocorrência para essa Solicitação
8011605114;Desabamento Parcial Imoveis
8011604821;Imoveis com Danos/Risco
8011602518;Não há Ocorrência para essa Solicitação
8011600014;Deslizamentos de Barreiras
8011599015;Imoveis com Danos/Risco
8011599015;Alagamentos
8011598622;Não há Ocorrência para essa Solicitação
8011596521;Imoveis com Danos/Risco
8011596214;Imoveis com Danos/Risco
8011592714;Deslizamentos de Barreiras
8011590414;Imoveis com Danos/Risco
8011590215;Muro com Danos
8011588014;Muro com Danos
8011586714;Deslizamentos de Barreiras
8011586120;Não há Ocorrência para essa Solicitação
8011586021;Muro com Danos
8011584522;Não há Ocorrência para essa Solicitação
8011584414;Deslizamentos de Barreiras
8011584215;Arvores em Risco
8011582114;Deslizamentos de Barreiras
8011581622;Não há Ocorrência para essa Solicitação
8011579716;Não há Ocorrência para essa Solicitação
8011579014;Deslizamentos de Barreiras
8011577922;Não há Ocorrência para essa Solicitação
8011577814;Deslizamentos de Barreiras
8011575622;Não há Ocorrência para essa Solicitação
8011575514;Desabamento Total Imoveis
8011575315;Não há Ocorrência para essa Solicitação
8011574516;Não há Ocorrência para essa Solicitação
8011571616;Imoveis com Danos/Risco
8011571022;Imoveis com Danos/Risco
8011569622;Não há Ocorrência para essa Solicitação
8011569622;Arvores em Risco
8011568516;Não há Ocorrência para essa Solicitação
8011567214;Deslizamentos de Barreiras
8011562716;Não há Ocorrência para essa Solicitação
8011562014;Deslizamentos de Barreiras
8011560615;Imoveis com Danos/Risco
8011558016;Arvores em Risco
8011555522;Não há Ocorrência para essa Solicitação
8011555016;Imoveis com Danos/Risco
8011554615;Imoveis com Danos/Risco
8011554615;Não há Ocorrência para essa Solicitação
8011552514;Deslizamentos de Barreiras
8011550916;Não há Ocorrência para essa Solicitação
8011550521;Não há Ocorrência para essa Solicitação
8011550015;Não há Ocorrência para essa Solicitação
8011549522;Imoveis com Danos/Risco
8011549522;Muro com Danos
8011548615;Não há Ocorrência para essa Solicitação
8011545516;Não há Ocorrência para essa Solicitação
8011544214;Deslizamentos de Barreiras
8011543216;Imoveis com Danos/Risco
8011542218;Não há Ocorrência para essa Solicitação
8011541314;Deslizamentos de Barreiras
8011541115;Deslizamentos de Barreiras
8011541016;Imoveis com Danos/Risco
8011537216;Não há Ocorrência para essa Solicitação
8011533014;Deslizamentos de Barreiras
8011532721;Não há Ocorrência para essa Solicitação
8011532215;Tombamento de Arvores
8011531814;Deslizamentos de Barreiras
8011530015;Incendios
8011529419;Não há Ocorrência para essa Solicitação
8011528316;Não há Ocorrência para essa Solicitação
8011526414;Imoveis com Danos/Risco
8011526215;Invasao de Terreno de Auxilio Moradia
8011524015;Invasao de Terreno de Auxilio Moradia
8011523619;Não há Ocorrência para essa Solicitação
8011522914;Deslizamentos de Barreiras
8011520614;Deslizamentos de Barreiras
8011520415;Invasao de Terreno de Auxilio Moradia
8011520415;Não há Ocorrência para essa Solicitação
8011516914;Deslizamentos de Barreiras
8011516715;Arvores em Risco
8011516516;Não há Ocorrência para essa Solicitação
8011514918;Não há Ocorrência para essa Solicitação
8011512314;Deslizamentos de Barreiras
8011512016;Deslizamentos de Barreiras
8011511021;Não há Ocorrência para essa Solicitação
8011510915;Não há Ocorrência para essa Solicitação
8011510122;Não há Ocorrência para essa Solicitação
8011510014;Deslizamentos de Barreiras
8011506422;Imoveis com Danos/Risco
8011505714;Deslizamentos de Barreiras
8011503519;Não há Ocorrência para essa Solicitação
8011502416;Imoveis com Danos/Risco
8011501114;Deslizamentos de Barreiras
8011499714;Deslizamentos de Barreiras
8011498716;Deslizamentos de Barreiras
8011497414;Desabamento Parcial Imoveis
8011495816;Não há Ocorrência para essa Solicitação
8011494514;Deslizamentos de Barreiras
8011494315;Não há Ocorrência para essa Solicitação
8011494020;Não há Ocorrência para essa Solicitação
8011491216;Não há Ocorrência para essa Solicitação
8011487914;Deslizamentos de Barreiras
8011487516;Não há Ocorrência para essa Solicitação
8011484022;Muro com Danos
8011484014;Invasao de Terreno de Auxilio Moradia
8011483016;Não há Ocorrência para essa Solicitação
8011482714;Deslizamentos de Barreiras
8011480414;Deslizamentos de Barreiras
8011478616;Deslizamentos de Barreiras
8011477422;Imoveis com Danos/Risco
8011475122;Não há Ocorrência para essa Solicitação
8011473922;Não há Ocorrência para essa Solicitação
8011473814;Deslizamentos de Barreiras
8011473416;Não há Ocorrência para essa Solicitação
8011473021;Não há Ocorrência para essa Solicitação
8011471821;Não há Ocorrência para essa Solicitação
8011470516;Deslizamentos de Barreiras
8011470022;Imoveis com Danos/Risco
8011468414;Deslizamentos de Barreiras
8011468016;Não há Ocorrência para essa Solicitação
8011466816;Deslizamentos de Barreiras
8011465514;Deslizamentos de Barreiras
8011463916;Não há Ocorrência para essa Solicitação
8011463916;Deslizamentos de Barreiras
8011462415;Não há Ocorrência para essa Solicitação
8011461616;Não há Ocorrência para essa Solicitação
8011461014;Imoveis com Danos/Risco
8011460115;Não há Ocorrência para essa Solicitação
8011459514;Invasao de Terreno de Auxilio Moradia
8011458516;Deslizamentos de Barreiras
8011457319;Não há Ocorrência para essa Solicitação
8011456415;Imoveis com Danos/Risco
8011455014;Imoveis com Danos/Risco
8011453316;Tombamento de Arvores
8011448016;Não há Ocorrência para essa Solicitação
8011447714;Deslizamentos de Barreiras
8011446716;Deslizamentos de Barreiras
8011446716;Não há Ocorrência para essa Solicitação
8011443816;Não há Ocorrência para essa Solicitação
8011442514;Deslizamentos de Barreiras
8011440720;Não há Ocorrência para essa Solicitação
8011440214;Deslizamentos de Barreiras
8011439718;Não há Ocorrência para essa Solicitação
8011439016;Deslizamentos de Barreiras
8011438814;Deslizamentos de Barreiras
8011436514;Imoveis com Danos/Risco
8011436116;Arvores em Risco
8011433216;Não há Ocorrência para essa Solicitação
8011432014;Arvores em Risco
8011431115;Não há Ocorrência para essa Solicitação
8011430316;Não há Ocorrência para essa Solicitação
8011429914;Deslizamentos de Barreiras
8011427614;Deslizamentos de Barreiras
8011426616;Deslizamentos de Barreiras
8011423716;Não há Ocorrência para essa Solicitação
8011422414;Deslizamentos de Barreiras
8011420816;Não há Ocorrência para essa Solicitação
8011420114;Tombamento de Arvores
8011417014;Deslizamentos de Barreiras
8011413514;Deslizamentos de Barreiras
8011413116;Não há Ocorrência para essa Solicitação
8011413020;Não há Ocorrência para essa Solicitação
8011412715;Não há Ocorrência para essa Solicitação
8011410614;Deslizamentos de Barreiras
8011409416;Não há Ocorrência para essa Solicitação
8011408015;Não há Ocorrência para essa Solicitação
8011407514;Muro com Danos
8011407514;Invasao de Terreno de Auxilio Moradia
8011407116;Não há Ocorrência para essa Solicitação
8011405916;Deslizamentos de Barreiras
8011405916;Não há Ocorrência para essa Solicitação
8011400716;Não há Ocorrência para essa Solicitação
8011397616;Não há Ocorrência para essa Solicitação
8011396314;Deslizamentos de Barreiras
8011395515;Arvores em Risco
8011393215;Arvores em Risco
8011392814;Deslizamentos de Barreiras
8011390514;Imoveis com Danos/Risco
8011390315;Não há Ocorrência para essa Solicitação
8011389316;Não há Ocorrência para essa Solicitação
8011387414;Deslizamentos de Barreiras
8011386416;Não há Ocorrência para essa Solicitação
8011385114;Desabamento Total Imoveis
8011383914;Imoveis com Danos/Risco
8011383516;Muro com Danos
8011381614;Deslizamentos de Barreiras
8011381415;Não há Ocorrência para essa Solicitação
8011379620;Não há Ocorrência para essa Solicitação
8011379114;Arvores em Risco
8011378818;Não há Ocorrência para essa Solicitação
8011377914;Deslizamentos de Barreiras
8011377516;Deslizamentos de Barreiras
8011377516;Não há Ocorrência para essa Solicitação
8011377320;Imoveis com Danos/Risco
8011376521;Imoveis com Danos/Risco
8011375719;Não há Ocorrência para essa Solicitação
8011375614;Deslizamentos de Barreiras
8011374221;Imoveis com Danos/Risco
8011373314;Deslizamentos de Barreiras
8011372316;Não há Ocorrência para essa Solicitação
8011371014;Deslizamentos de Barreiras
8011369614;Deslizamentos de Barreiras
8011368616;Não há Ocorrência para essa Solicitação
8011368221;Imoveis com Danos/Risco
8011367618;Não há Ocorrência para essa Solicitação
8011367419;Não há Ocorrência para essa Solicitação
8011367314;Deslizamentos de Barreiras
8011365014;Deslizamentos de Barreiras
8011364215;Alagamentos
8011364215;Deslizamentos de Barreiras
8011364016;Imoveis com Danos/Risco
8011363814;Deslizamentos de Barreiras
8011362816;Imoveis com Danos/Risco
8011361514;Deslizamentos de Barreiras
8011359517;Não há Ocorrência para essa Solicitação
8011359318;Não há Ocorrência para essa Solicitação
8011359014;Deslizamentos de Barreiras
8011358920;Arvores em Risco
8011357416;Não há Ocorrência para essa Solicitação
8011354516;Arvores em Risco
8011354019;Imoveis com Danos/Risco
8011353521;Não há Ocorrência para essa Solicitação
8011351616;Não há Ocorrência para essa Solicitação
8011351616;Deslizamentos de Barreiras
8011350115;Não há Ocorrência para essa Solicitação
8011349116;Não há Ocorrência para essa Solicitação
8011346216;Não há Ocorrência para essa Solicitação
8011344016;Deslizamentos de Barreiras
8011340416;Deslizamentos de Barreiras
8011340416;Não há Ocorrência para essa Solicitação
8011338621;Não há Ocorrência para essa Solicitação
8011336716;Não há Ocorrência para essa Solicitação
8011333816;Não há Ocorrência para essa Solicitação
8011331516;Deslizamentos de Barreiras
8011331320;Imoveis com Danos/Risco
8011331118;Não há Ocorrência para essa Solicitação
8011329522;Não há Ocorrência para essa Solicitação
8011328416;Não há Ocorrência para essa Solicitação
8011327114;Muro com Danos
8011327114;Arvores em Risco
8011326116;Arvores em Risco
8011324916;Não há Ocorrência para essa Solicitação
8011324319;Arvores em Risco
8011322815;Imoveis com Danos/Risco
8011322616;Deslizamentos de Barreiras
8011321422;Deslizamentos de Barreiras
8011320714;Imoveis com Danos/Risco
8011320714;Deslizamentos de Barreiras
8011320316;Não há Ocorrência para essa Solicitação
8011320316;Deslizamentos de Barreiras
8011318916;Não há Ocorrência para essa Solicitação
8011318521;Não há Ocorrência para essa Solicitação
8011317614;Deslizamentos de Barreiras
8011316616;Deslizamentos de Barreiras
8011315314;Arvores em Risco
8011313915;Não há Ocorrência para essa Solicitação
8011313716;Não há Ocorrência para essa Solicitação
8011313014;Invasao de Terreno de Auxilio Moradia
8011312522;Não há Ocorrência para essa Solicitação
8011311416;Não há Ocorrência para essa Solicitação
8011309314;Arvores em Risco
8011309016;Deslizamentos de Barreiras
8011309016;Não há Ocorrência para essa Solicitação
8011307716;Não há Ocorrência para essa Solicitação
8011307014;Deslizamentos de Barreiras
8011305814;Deslizamentos de Barreiras
8011304816;Não há Ocorrência para essa Solicitação
8011302914;Imoveis Alagados
8011302516;Não há Ocorrência para essa Solicitação
8011300216;Não há Ocorrência para essa Solicitação
8011300216;Deslizamentos de Barreiras
8011299814;Deslizamentos de Barreiras
8011298816;Não há Ocorrência para essa Solicitação
8011296914;Deslizamentos de Barreiras
8011296715;Não há Ocorrência para essa Solicitação
8011296516;Não há Ocorrência para essa Solicitação
8011296317;Desabamento Total Imoveis
8011294722;Não há Ocorrência para essa Solicitação
8011294614;Deslizamentos de Barreiras
8011294216;Não há Ocorrência para essa Solicitação
8011294216;Deslizamentos de Barreiras
8011292016;Não há Ocorrência para essa Solicitação
8011291714;Imoveis com Danos/Risco
8011291515;Não há Ocorrência para essa Solicitação
8011290716;Deslizamentos de Barreiras
8011290716;Não há Ocorrência para essa Solicitação
8011290321;Imoveis com Danos/Risco
8011290122;Não há Ocorrência para essa Solicitação
8011288614;Imoveis com Danos/Risco
8011288216;Deslizamentos de Barreiras
8011288216;Não há Ocorrência para essa Solicitação
8011286314;Deslizamentos de Barreiras
8011286016;Deslizamentos de Barreiras
8011286016;Imoveis com Danos/Risco
8011284716;Não há Ocorrência para essa Solicitação
8011282416;Não há Ocorrência para essa Solicitação
8011282220;Não há Ocorrência para essa Solicitação
8011281222;Não há Ocorrência para essa Solicitação
8011280116;Não há Ocorrência para essa Solicitação
8011279822;Imoveis com Danos/Risco
8011279714;Imoveis Alagados
8011278716;Não há Ocorrência para essa Solicitação
8011276814;Deslizamentos de Barreiras
8011275222;Não há Ocorrência para essa Solicitação
8011274514;Deslizamentos de Barreiras
8011272916;Não há Ocorrência para essa Solicitação
8011272214;Deslizamentos de Barreiras
8011270218;Imoveis com Danos/Risco
8011270014;Deslizamentos de Barreiras
8011268821;Não há Ocorrência para essa Solicitação
8011268514;Deslizamentos de Barreiras
8011266521;Não há Ocorrência para essa Solicitação
8011266214;Deslizamentos de Barreiras
8011264616;Imoveis com Danos/Risco
8011262819;Não há Ocorrência para essa Solicitação
8011262021;Não há Ocorrência para essa Solicitação
8011257817;Desabamento Total Imoveis
8011257314;Deslizamentos de Barreiras
8011255014;Deslizamentos de Barreiras
8011254519;Não há Ocorrência para essa Solicitação
8011254519;Deslizamentos de Barreiras
8011253922;Invasao de Terreno de Auxilio Moradia
8011253814;Desabamento Parcial Imoveis
8011251315;Imoveis com Danos/Risco
8011251116;Não há Ocorrência para essa Solicitação
8011251017;Não há Ocorrência para essa Solicitação
8011250019;Imoveis com Danos/Risco
8011249915;Não há Ocorrência para essa Solicitação
8011249014;Transbordamentos de Canais
8011249014;Imoveis com Danos/Risco
8011246816;Imoveis com Danos/Risco
8011246015;Imoveis com Danos/Risco
8011245514;Deslizamentos de Barreiras
8011243916;Não há Ocorrência para essa Solicitação
8011243214;Imoveis com Danos/Risco
8011235022;Imoveis com Danos/Risco
8011231414;Deslizamentos de Barreiras
8011230220;Imoveis com Danos/Risco
8011228820;Imoveis com Danos/Risco
8011225721;Deslizamentos de Barreiras
8011225414;Imoveis com Danos/Risco
8011223114;Deslizamentos de Barreiras
8011221914;Deslizamentos de Barreiras
8011219414;Deslizamentos de Barreiras
8011217114;Deslizamentos de Barreiras
8011215317;Imoveis com Danos/Risco
8011215317;Incendios
8011214015;Muro com Danos
8011213719;Não há Ocorrência para essa Solicitação
8011212815;Não há Ocorrência para essa Solicitação
8011211314;Deslizamentos de Barreiras
8011206815;Não há Ocorrência para essa Solicitação
8011204819;Não há Ocorrência para essa Solicitação
8011204714;Deslizamentos de Barreiras
8011202721;Não há Ocorrência para essa Solicitação
8011201814;Deslizamentos de Barreiras
8011198714;Deslizamentos de Barreiras
8011196414;Deslizamentos de Barreiras
8011195919;Não há Ocorrência para essa Solicitação
8011192914;Imoveis com Danos/Risco
8011192019;Não há Ocorrência para essa Solicitação
8011190614;Deslizamentos de Barreiras
8011189615;Não há Ocorrência para essa Solicitação
8011188114;Deslizamentos de Barreiras
8011187622;Não há Ocorrência para essa Solicitação
8011187020;Muro com Danos
8011184722;Arvores em Risco
8011183815;Imoveis com Danos/Risco
8011182314;Imoveis com Danos/Risco
8011180014;Deslizamentos de Barreiras
8011175714;Desabamento Parcial Imoveis
8011173519;Não há Ocorrência para essa Solicitação
8011173414;Deslizamentos de Barreiras
8011172615;Muro com Danos
8011171219;Não há Ocorrência para essa Solicitação
8011169714;Muro com Danos
8011169515;Imoveis com Danos/Risco
8011166814;Deslizamentos de Barreiras
8011164514;Deslizamentos de Barreiras
8011162214;Deslizamentos de Barreiras
8011160022;Não há Ocorrência para essa Solicitação
8011160014;Deslizamentos de Barreiras
8011158514;Deslizamentos de Barreiras
8011156214;Deslizamentos de Barreiras
8011151014;Deslizamentos de Barreiras
8011150522;Não há Ocorrência para essa Solicitação
8011150215;Não há Ocorrência para essa Solicitação
8011150016;Invasao de Terreno de Auxilio Moradia
8011148022;Não há Ocorrência para essa Solicitação
8011144414;Deslizamentos de Barreiras
8011142114;Deslizamentos de Barreiras
8011140914;Deslizamentos de Barreiras
8011138414;Desabamento Parcial Imoveis
8011138414;Desabamento Parcial de Obras de Contencao/Drenagem
8011137416;Não há Ocorrência para essa Solicitação
8011136114;Deslizamentos de Barreiras
8011134914;Alagamentos
8011134914;Transbordamentos de Canais
8011134914;Imoveis com Danos/Risco
8011132614;Deslizamentos de Barreiras
8011131019;Muro com Danos
8011131019;Arvores em Risco
8011130314;Alagamentos
8011130314;Imoveis com Danos/Risco
8011128914;Deslizamentos de Barreiras
8011128715;Não há Ocorrência para essa Solicitação
8011128022;Não há Ocorrência para essa Solicitação
8011127916;Não há Ocorrência para essa Solicitação
8011126614;Imoveis com Danos/Risco
8011125616;Não há Ocorrência para essa Solicitação
8011124314;Deslizamentos de Barreiras
8011123822;Arvores em Risco
8011122014;Deslizamentos de Barreiras
8011120922;Arvores em Risco
8011120922;Não há Ocorrência para essa Solicitação
8011120814;Desabamento Parcial Imoveis
8011120814;Imoveis com Danos/Risco
8011118314;Deslizamentos de Barreiras
8011116716;Não há Ocorrência para essa Solicitação
8011116014;Imoveis com Danos/Risco
8011116014;Deslizamentos de Barreiras
8011115519;Não há Ocorrência para essa Solicitação
8011114814;Imoveis com Danos/Risco
8011112514;Deslizamentos de Barreiras
8011112514;Imoveis com Danos/Risco
8011111715;Muro com Danos
8011111019;Não há Ocorrência para essa Solicitação
8011110518;Não há Ocorrência para essa Solicitação
8011110214;Arvores em Risco
8011110214;Deslizamentos de Barreiras
8011108814;Deslizamentos de Barreiras
8011106514;Imoveis com Danos/Risco
8011105516;Não há Ocorrência para essa Solicitação
8011105516;Deslizamentos de Barreiras
8011104214;Muro com Danos
8011104214;Desabamento Total de Obras de Contencao/Drenagem
8011104214;Desabamento Parcial Imoveis
8011103415;Não há Ocorrência para essa Solicitação
8011103216;Não há Ocorrência para essa Solicitação
8011103216;Deslizamentos de Barreiras
8011102014;Desabamento Parcial de Obras de Contencao/Drenagem
8011102014;Imoveis com Danos/Risco
8011100714;Deslizamentos de Barreiras
8011098214;Deslizamentos de Barreiras
8011096019;Arvores em Risco
8011096014;Imoveis com Danos/Risco
8011096014;Deslizamentos de Barreiras
8011094714;Deslizamentos de Barreiras
8011093716;Deslizamentos de Barreiras
8011093119;Imoveis com Danos/Risco
8011092414;Deslizamentos de Barreiras
8011090114;Imoveis Alagados
8011090114;Transbordamentos de Canais
8011089115;Imoveis com Danos/Risco
8011089115;Deslizamentos de Barreiras
8011088714;Deslizamentos de Barreiras
8011088316;Não há Ocorrência para essa Solicitação
8011087520;Não há Ocorrência para essa Solicitação
8011086414;Deslizamentos de Barreiras
8011086414;Arvores em Risco
8011085416;Não há Ocorrência para essa Solicitação
8011085416;Deslizamentos de Barreiras
8011084114;Transbordamentos de Canais
8011084114;Imoveis Alagados
8011083315;Não há Ocorrência para essa Solicitação
8011082914;Deslizamentos de Barreiras
8011082914;Arvores em Risco
8011081916;Não há Ocorrência para essa Solicitação
8011080614;Imoveis Alagados
8011079416;Deslizamentos de Barreiras
8011079416;Não há Ocorrência para essa Solicitação
8011079220;Não há Ocorrência para essa Solicitação
8011078114;Deslizamentos de Barreiras
8011076914;Deslizamentos de Barreiras
8011076320;Não há Ocorrência para essa Solicitação
8011076121;Imoveis com Danos/Risco
8011075916;Deslizamentos de Barreiras
8011075916;Não há Ocorrência para essa Solicitação
8011074614;Deslizamentos de Barreiras
8011073221;Invasao de Terreno de Auxilio Moradia
8011072314;Deslizamentos de Barreiras
8011070014;Deslizamentos de Barreiras
8011068614;Deslizamentos de Barreiras
8011067019;Arvores em Risco
8011066621;Não há Ocorrência para essa Solicitação
8011066314;Deslizamentos de Barreiras
8011064014;Deslizamentos de Barreiras
8011063917;Imoveis com Danos/Risco
8011062814;Deslizamentos de Barreiras
8011059714;Deslizamentos de Barreiras
